RunTimestamp,Timestamp,EPC,AntennaPort,RSSI,PhaseAngle,Frequency,DopplerFrequency
2025-03-31T14:41:29.744437,1743453843170067,333030383333623264646439303134303030303030303030,1,-65.50,28.20,18,1.17
2025-03-31T14:41:29.744437,1743453843170067,333030383333623264646439303134303030303030303030,1,-65.50,28.20,18,1.17
2025-03-31T14:41:29.744437,1743453843170067,333030383333623264646439303134303030303030303030,1,-65.50,28.20,18,1.17
2025-03-31T14:41:29.744437,1743453843170067,333030383333623264646439303134303030303030303030,1,-65.50,28.20,18,1.17
2025-03-31T14:41:29.744437,1743453843170067,333030383333623264646439303134303030303030303030,1,-65.50,28.20,18,1.17
2025-03-31T14:41:29.744437,1743453843404661,333030383333623264646439303134303030303030303030,1,-66.50,11.36,20,3.12
2025-03-31T14:41:29.744437,1743453843404661,333030383333623264646439303134303030303030303030,1,-66.50,11.36,20,3.12
2025-03-31T14:41:29.744437,1743453843404661,333030383333623264646439303134303030303030303030,1,-66.50,11.36,20,3.12
2025-03-31T14:41:29.744437,1743453843404661,333030383333623264646439303134303030303030303030,1,-66.50,11.36,20,3.12
2025-03-31T14:41:29.744437,1743453843600664,333030383333623264646439303134303030303030303030,1,-65.00,26.76,21,-0.78
2025-03-31T14:41:29.744437,1743453843600664,333030383333623264646439303134303030303030303030,1,-65.00,26.76,21,-0.78
2025-03-31T14:41:29.744437,1743453843600664,333030383333623264646439303134303030303030303030,1,-65.00,26.76,21,-0.78
2025-03-31T14:41:29.744437,1743453843600664,333030383333623264646439303134303030303030303030,1,-65.00,26.76,21,-0.78
2025-03-31T14:41:29.744437,1743453843931791,333030383333623264646439303134303030303030303030,1,-65.00,16.40,22,-4.29
2025-03-31T14:41:29.744437,1743453843931791,333030383333623264646439303134303030303030303030,1,-65.00,16.40,22,-4.29
2025-03-31T14:41:29.744437,1743453843931791,333030383333623264646439303134303030303030303030,1,-65.00,16.40,22,-4.29
2025-03-31T14:41:29.744437,1743453843931791,333030383333623264646439303134303030303030303030,1,-65.00,16.40,22,-4.29
2025-03-31T14:41:29.744437,1743453843931791,333030383333623264646439303134303030303030303030,1,-65.00,16.40,22,-4.29
2025-03-31T14:41:31.005218,1743453844110406,333030383333623264646439303134303030303030303030,2,-65.50,33.68,24,14.84
2025-03-31T14:41:31.005218,1743453844110406,333030383333623264646439303134303030303030303030,2,-65.50,33.68,24,14.84
2025-03-31T14:41:31.005218,1743453844110406,333030383333623264646439303134303030303030303030,2,-65.50,33.68,24,14.84
2025-03-31T14:41:31.005218,1743453844707722,333030383333623264646439303134303030303030303030,2,-65.00,36.90,27,19.83
2025-03-31T14:41:31.005218,1743453844707722,333030383333623264646439303134303030303030303030,2,-65.00,36.90,27,19.83
2025-03-31T14:41:31.005218,1743453844707722,333030383333623264646439303134303030303030303030,2,-65.00,36.90,27,19.83
2025-03-31T14:41:31.005218,1743453844943735,333030383333623264646439303134303030303030303030,2,-65.50,0.30,27,53.75
2025-03-31T14:41:31.005218,1743453844943735,333030383333623264646439303134303030303030303030,2,-65.50,0.30,27,53.75
2025-03-31T14:41:31.005218,1743453844943735,333030383333623264646439303134303030303030303030,2,-65.50,0.30,27,53.75
2025-03-31T14:41:31.005218,1743453844943735,333030383333623264646439303134303030303030303030,2,-65.50,0.30,27,53.75
2025-03-31T14:41:31.005218,1743453844943735,333030383333623264646439303134303030303030303030,2,-65.50,0.30,27,53.75
2025-03-31T14:41:31.005218,1743453845136314,333030383333623264646439303134303030303030303030,2,-73.00,0.56,29,62.71
2025-03-31T14:41:31.005218,1743453845136314,333030383333623264646439303134303030303030303030,2,-73.00,0.56,29,62.71
2025-03-31T14:41:31.005218,1743453845136314,333030383333623264646439303134303030303030303030,2,-73.00,0.56,29,62.71
2025-03-31T14:41:32.266195,1743453845425409,333030383333623264646439303134303030303030303030,3,-68.00,9.74,31,-3.83
2025-03-31T14:41:32.266195,1743453845425409,333030383333623264646439303134303030303030303030,3,-68.00,9.74,31,-3.83
2025-03-31T14:41:32.266195,1743453845662396,333030383333623264646439303134303030303030303030,3,-62.50,29.16,32,17.27
2025-03-31T14:41:32.266195,1743453845662396,333030383333623264646439303134303030303030303030,3,-62.50,29.16,32,17.27
2025-03-31T14:41:32.266195,1743453845773498,333030383333623264646439303134303030303030303030,3,-62.50,8.60,32,29.43
2025-03-31T14:41:33.527479,1743453846661119,333030383333623264646439303134303030303030303030,4,-55.50,27.22,37,19.83
2025-03-31T14:41:33.527479,1743453846661119,333030383333623264646439303134303030303030303030,4,-55.50,27.22,37,19.83
2025-03-31T14:41:33.527479,1743453846901678,333030383333623264646439303134303030303030303030,4,-63.00,40.24,38,-11.51
2025-03-31T14:41:33.527479,1743453847449721,333030383333623264646439303134303030303030303030,4,-59.00,15.10,41,19.83
2025-03-31T14:41:33.527479,1743453847449721,333030383333623264646439303134303030303030303030,4,-59.00,15.10,41,19.83
2025-03-31T14:41:33.527479,1743453847449721,333030383333623264646439303134303030303030303030,4,-59.00,15.10,41,19.83
2025-03-31T14:41:33.527479,1743453847575108,333030383333623264646439303134303030303030303030,4,-58.50,15.06,41,-42.87
