timestamp,reader,antenna,rssi,epc,phase_angle,channel_index,doppler_frequency
1746728210.622647,192.168.0.219:5084,4,-64,b'302c4ddcd020f3574bcb872d',16,29,224
1746728210.415979,192.168.0.219:5084,1,-58,b'303402230c5fe5000000284f',4044,28,166
1746728210.479921,192.168.0.219:5084,2,-61,b'303402230c5fe5000000284f',3126,28,-107
1746728210.537604,192.168.0.219:5084,3,-57,b'303402230c5fe5000000284f',466,29,117
1746728210.613433,192.168.0.219:5084,4,-58,b'303402230c5fe5000000284f',122,29,146
1746728210.415095,192.168.0.219:5084,1,-62,b'303400eda43f628000009f3f',2648,28,-205
1746728210.454427,192.168.0.219:5084,2,-49,b'303400eda43f628000009f3f',2758,28,87
1746728210.55437,192.168.0.219:5084,3,-67,b'303400eda43f628000009f3f',1226,29,-9
1746728210.62571,192.168.0.219:5084,4,-61,b'303400eda43f628000009f3f',26,29,48
1746728210.412876,192.168.0.219:5084,1,-57,b'e2806995000040182224401d',3344,28,195
1746728210.540236,192.168.0.219:5084,3,-50,b'e2806995000040182224401d',2340,29,146
1746728210.614332,192.168.0.219:5084,4,-48,b'e2806995000040182224401d',40,29,78
1746728210.409861,192.168.0.219:5084,1,-48,b'303400eda43f67800000bfa3',3212,28,126
1746728210.457565,192.168.0.219:5084,2,-47,b'303400eda43f67800000bfa3',370,28,97
1746728210.606165,192.168.0.219:5084,4,-67,b'303400eda43f67800000bfa3',178,29,-29
1746728210.408964,192.168.0.219:5084,1,-54,b'1a2ec09d9a89a41d45b062ab',3620,28,146
1746728210.455564,192.168.0.219:5084,2,-54,b'1a2ec09d9a89a41d45b062ab',796,28,9
1746728210.538762,192.168.0.219:5084,3,-62,b'1a2ec09d9a89a41d45b062ab',400,29,253
1746728210.611538,192.168.0.219:5084,4,-64,b'1a2ec09d9a89a41d45b062ab',2704,29,166
1746728210.407859,192.168.0.219:5084,1,-55,b'303211468e03e29b022504c1',3376,28,39
1746728210.594495,192.168.0.219:5084,4,-64,b'303211468e03e29b022504c1',24,29,166
1746728210.406377,192.168.0.219:5084,1,-44,b'30340bcb6820ef56d141853c',4084,28,156
1746728210.47624,192.168.0.219:5084,2,-60,b'30340bcb6820ef56d141853c',3740,28,-166
1746728210.549358,192.168.0.219:5084,3,-63,b'30340bcb6820ef56d141853c',2950,29,-29
1746728210.618809,192.168.0.219:5084,4,-60,b'30340bcb6820ef56d141853c',450,29,117
1746728210.404601,192.168.0.219:5084,1,-47,b'30340bdca803e807ea8f87fa',3188,28,156
1746728210.46905,192.168.0.219:5084,2,-62,b'30340bdca803e807ea8f87fa',2616,28,117
1746728210.536478,192.168.0.219:5084,3,-58,b'30340bdca803e807ea8f87fa',4058,29,156
1746728210.578627,192.168.0.219:5084,4,-55,b'30340bdca803e807ea8f87fa',3594,29,156
1746728210.400906,192.168.0.219:5084,1,-63,b'302832aa8f7309800001f49f',480,28,58
1746728210.55325,192.168.0.219:5084,3,-61,b'302832aa8f7309800001f49f',254,29,166
1746728210.608169,192.168.0.219:5084,4,-57,b'302832aa8f7309800001f49f',3626,29,78
1746728210.420402,192.168.0.219:5084,1,-62,b'303400edb44de500000506ca',4028,28,312
1746728210.456468,192.168.0.219:5084,2,-54,b'303400edb44de500000506ca',2964,28,39
1746728210.604114,192.168.0.219:5084,4,-54,b'303400edb44de500000506ca',3400,29,58
1746728210.399148,192.168.0.219:5084,1,-65,b'30340592ac54555176592e7e',278,28,-244
1746728210.627671,192.168.0.219:5084,4,-66,b'30340592ac54555176592e7e',10,29,-156
1746728210.418349,192.168.0.219:5084,1,-57,b'30340bd9601cb4131dae71ca',3480,28,-39
1746728210.534429,192.168.0.219:5084,3,-58,b'30340bd9601cb4131dae71ca',678,29,-19
1746728210.626773,192.168.0.219:5084,4,-57,b'30340bd9601cb4131dae71ca',672,29,224
1746728210.417099,192.168.0.219:5084,1,-59,b'30080226abcd014000000000',1450,28,68
1746728210.44077,192.168.0.219:5084,2,-64,b'30080226abcd014000000000',3902,28,146
1746728210.547518,192.168.0.219:5084,3,-63,b'30080226abcd014000000000',108,29,-146
1746728210.405482,192.168.0.219:5084,1,-39,b'303405b5280eaad61e731e9e',672,28,97
1746728210.466657,192.168.0.219:5084,2,-62,b'303405b5280eaad61e731e9e',12,28,-87
1746728210.529924,192.168.0.219:5084,3,-57,b'303405b5280eaad61e731e9e',1040,29,78
1746728210.61522,192.168.0.219:5084,4,-63,b'303405b5280eaad61e731e9e',954,29,48
1746728210.403704,192.168.0.219:5084,1,-39,b'e2806894000050245885a8ce',616,28,87
1746728210.511175,192.168.0.219:5084,3,-70,b'e2806894000050245885a8ce',252,29,869
1746728210.621704,192.168.0.219:5084,4,-69,b'e2806894000050245885a8ce',3314,29,68
1746728210.394344,192.168.0.219:5084,1,-65,b'30340bd95c3cb3c210a04d3b',2948,28,224
1746728210.45221,192.168.0.219:5084,2,-55,b'30340bd95c3cb3c210a04d3b',1666,28,-39
1746728210.603185,192.168.0.219:5084,4,-47,b'30340bd95c3cb3c210a04d3b',3448,29,97
1746728210.789769,192.168.0.219:5084,2,-60,b'30340212e43c789b0223addd',2680,30,-68
1746728210.875655,192.168.0.219:5084,3,-62,b'30340212e43c789b0223addd',3866,30,205
1746728210.797975,192.168.0.219:5084,2,-66,b'302f482d23f0055b0223a979',230,30,175
1746728210.876533,192.168.0.219:5084,3,-58,b'302f482d23f0055b0223a979',3482,30,322
1746728210.891105,192.168.0.219:5084,4,-45,b'302f482d23f0055b0223a979',608,30,87
1746728210.795522,192.168.0.219:5084,2,-57,b'1a6ec09d9a89a44d7998631f',3338,30,175
1746728210.859919,192.168.0.219:5084,3,-45,b'1a6ec09d9a89a44d7998631f',12,30,136
1746728210.895808,192.168.0.219:5084,4,-56,b'1a6ec09d9a89a44d7998631f',3794,30,68
1746728210.792475,192.168.0.219:5084,2,-55,b'3034043d145d4636c004157e',3684,30,87
1746728210.783568,192.168.0.219:5084,2,-54,b'30340bf45421f28ba43b772d',3622,30,9
1746728210.799408,192.168.0.219:5084,2,-63,b'30340bb6884191844ce0046d',1126,30,302
1746728210.780443,192.168.0.219:5084,2,-40,b'303424f330014cce6f7d749d',646,30,175
1746728210.869449,192.168.0.219:5084,3,-59,b'303424f330014cce6f7d749d',3540,30,9
1746728210.777887,192.168.0.219:5084,2,-38,b'303402b6f00cacd6d1467dfc',3226,30,48
1746728210.873518,192.168.0.219:5084,3,-63,b'303402b6f00cacd6d1467dfc',3274,30,283
1746728210.909368,192.168.0.219:5084,4,-67,b'303402b6f00cacd6d1467dfc',50,31,0
1746728210.722283,192.168.0.219:5084,1,-70,b'3034047138105841dcd6558d',654,30,-175
1746728210.794407,192.168.0.219:5084,2,-58,b'3034047138105841dcd6558d',346,30,146
1746728210.713243,192.168.0.219:5084,1,-59,b'30340bed780a4adaf637f384',600,30,117
1746728210.784951,192.168.0.219:5084,2,-67,b'30340bed780a4adaf637f384',3394,30,283
1746728210.857214,192.168.0.219:5084,3,-40,b'30340bed780a4adaf637f384',3604,30,175
1746728210.721344,192.168.0.219:5084,1,-61,b'1a9ec09d9a89a0340cbe709c',630,29,9
1746728210.793501,192.168.0.219:5084,2,-62,b'1a9ec09d9a89a0340cbe709c',3744,30,-117
1746728210.727998,192.168.0.219:5084,1,-62,b'302832aa8f7309800001f49f',3764,29,224
1746728210.807035,192.168.0.219:5084,2,-63,b'302832aa8f7309800001f49f',3910,30,292
1746728210.872391,192.168.0.219:5084,3,-60,b'302832aa8f7309800001f49f',3252,30,-107
1746728210.906698,192.168.0.219:5084,4,-65,b'302832aa8f7309800001f49f',182,31,214
1746728210.728889,192.168.0.219:5084,1,-62,b'302f482e12c0081b022453f5',4064,29,-136
1746728210.871294,192.168.0.219:5084,3,-55,b'302f482e12c0081b022453f5',1504,30,68
1746728210.890191,192.168.0.219:5084,4,-56,b'302f482e12c0081b022453f5',2854,30,78
1746728210.715024,192.168.0.219:5084,1,-64,b'3034047138105841dcd65592',3050,29,244
1746728210.811896,192.168.0.219:5084,2,-69,b'3034047138105841dcd65592',2996,30,214
1746728210.858123,192.168.0.219:5084,3,-44,b'3034047138105841dcd65592',2884,30,136
1746728210.724205,192.168.0.219:5084,1,-59,b'30340bd95c3cb3c210a04d3b',3696,29,78
1746728210.78693,192.168.0.219:5084,2,-58,b'30340bd95c3cb3c210a04d3b',3460,30,107
1746728210.893789,192.168.0.219:5084,4,-48,b'30340bd95c3cb3c210a04d3b',3736,30,166
1746728210.676846,192.168.0.219:5084,1,-67,b'303401ad2c2ce11e88eaca05',222,29,-166
1746728210.782531,192.168.0.219:5084,2,-60,b'303401ad2c2ce11e88eaca05',566,30,312
1746728210.859027,192.168.0.219:5084,3,-35,b'303401ad2c2ce11e88eaca05',2342,30,97
1746728210.711444,192.168.0.219:5084,1,-61,b'303400edb44de500000506ca',1298,29,0
1746728210.785857,192.168.0.219:5084,2,-55,b'303400edb44de500000506ca',2694,30,0
1746728210.897835,192.168.0.219:5084,4,-51,b'303400edb44de500000506ca',158,30,58
1746728210.71853,192.168.0.219:5084,1,-56,b'e2806995000040182224401d',3948,29,68
1746728210.788005,192.168.0.219:5084,2,-60,b'e2806995000040182224401d',4088,30,107
1746728210.86629,192.168.0.219:5084,3,-50,b'e2806995000040182224401d',3480,30,126
1746728210.894685,192.168.0.219:5084,4,-47,b'e2806995000040182224401d',2468,30,58
1746728210.725104,192.168.0.219:5084,1,-58,b'303400eda43f628000009f3f',384,29,146
1746728210.781633,192.168.0.219:5084,2,-48,b'303400eda43f628000009f3f',4052,30,48
1746728210.70813,192.168.0.219:5084,1,-46,b'30340bdca803e807ea8f87fa',454,29,87
1746728210.877429,192.168.0.219:5084,3,-60,b'30340bdca803e807ea8f87fa',818,30,205
1746728210.892749,192.168.0.219:5084,4,-54,b'30340bdca803e807ea8f87fa',3704,30,68
1746728210.702426,192.168.0.219:5084,1,-43,b'30340bcb6820ef56d141853c',1232,29,136
1746728210.80843,192.168.0.219:5084,2,-61,b'30340bcb6820ef56d141853c',3206,30,234
1746728210.719429,192.168.0.219:5084,1,-54,b'303211468e03e29b022504c1',786,29,97
1746728210.867182,192.168.0.219:5084,3,-58,b'303211468e03e29b022504c1',2238,30,166
1746728210.703303,192.168.0.219:5084,1,-38,b'303405b5280eaad61e731e9e',4062,29,175
1746728210.803643,192.168.0.219:5084,2,-62,b'303405b5280eaad61e731e9e',3758,30,58
1746728210.707238,192.168.0.219:5084,1,-60,b'303402230c5fe5000000284f',4028,29,224
1746728210.791557,192.168.0.219:5084,2,-64,b'303402230c5fe5000000284f',3764,30,126
1746728210.907778,192.168.0.219:5084,4,-52,b'303402230c5fe5000000284f',4012,31,117
1746728210.712351,192.168.0.219:5084,1,-57,b'302c4ddcd020f3574bcb872d',2618,29,58
1746728210.77878,192.168.0.219:5084,2,-49,b'302c4ddcd020f3574bcb872d',954,30,185
1746728210.667335,192.168.0.219:5084,1,-56,b'300833b2ddd9014000000000',150,29,175
1746728210.788901,192.168.0.219:5084,2,-55,b'300833b2ddd9014000000000',4060,30,78
1746728210.868078,192.168.0.219:5084,3,-62,b'300833b2ddd9014000000000',2652,30,341
1746728210.666439,192.168.0.219:5084,1,-62,b'e2806995000040175bd46647',506,29,9
1746728210.810625,192.168.0.219:5084,2,-67,b'e2806995000040175bd46647',912,30,576
1746728210.863147,192.168.0.219:5084,3,-50,b'e2806995000040175bd46647',64,30,48
1746728210.727074,192.168.0.219:5084,1,-65,b'30340592ac54555176592e7e',3706,29,39
1746728210.710149,192.168.0.219:5084,1,-57,b'3be300000193cdfb00001c27',2100,29,205
1746728210.800288,192.168.0.219:5084,2,-65,b'3be300000193cdfb00001c27',1092,30,-214
1746728210.874616,192.168.0.219:5084,3,-61,b'3be300000193cdfb00001c27',2534,30,332
1746728210.896701,192.168.0.219:5084,4,-52,b'3be300000193cdfb00001c27',1002,30,58
1746728210.709026,192.168.0.219:5084,1,-52,b'30340bd9601cb4131dae71ca',140,29,19
1746728210.870397,192.168.0.219:5084,3,-61,b'30340bd9601cb4131dae71ca',134,30,-136
1746728210.723154,192.168.0.219:5084,1,-64,b'302a0fecf89f08758d158d55',3300,29,322
1746728210.813934,192.168.0.219:5084,2,-61,b'302a0fecf89f08758d158d55',3710,30,-166
1746728210.864322,192.168.0.219:5084,3,-55,b'302a0fecf89f08758d158d55',984,30,156
1746728210.910232,192.168.0.219:5084,4,-57,b'302a0fecf89f08758d158d55',3780,31,78
1746728210.705611,192.168.0.219:5084,1,-53,b'1a2ec09d9a89a41d45b062ab',1020,29,224
1746728210.796418,192.168.0.219:5084,2,-57,b'1a2ec09d9a89a41d45b062ab',150,30,29
1746728210.865218,192.168.0.219:5084,3,-59,b'1a2ec09d9a89a41d45b062ab',2210,30,273
1746728210.704175,192.168.0.219:5084,1,-40,b'e2806894000050245885a8ce',4008,29,97
1746728210.802456,192.168.0.219:5084,2,-62,b'e2806894000050245885a8ce',3972,30,126
1746728210.726182,192.168.0.219:5084,1,-63,b'300811112222014000000000',228,29,-136
1746728210.809321,192.168.0.219:5084,2,-63,b'300811112222014000000000',1152,30,107
1746728210.8611,192.168.0.219:5084,3,-43,b'300811112222014000000000',1046,30,58
1746728210.714123,192.168.0.219:5084,1,-52,b'30080226abcd014000000000',2806,29,29
1746728210.79067,192.168.0.219:5084,2,-61,b'30080226abcd014000000000',1502,30,136
1746728210.717284,192.168.0.219:5084,1,-46,b'303400eda43f67800000bfa3',358,29,117
1746728210.776488,192.168.0.219:5084,2,-49,b'303400eda43f67800000bfa3',32,30,156
1746728210.720314,192.168.0.219:5084,1,-50,b'3034055d140442c00002f66f',3842,29,-205
1746728210.814866,192.168.0.219:5084,2,-62,b'3034055d140442c00002f66f',62,30,205
1746728210.862043,192.168.0.219:5084,3,-51,b'3034055d140442c00002f66f',794,30,195
1746728210.911116,192.168.0.219:5084,4,-57,b'3034055d140442c00002f66f',3742,31,87
1746728211.12703,192.168.0.219:5084,3,-57,b'303402230c5fe5000000284f',3406,32,78
1746728211.119247,192.168.0.219:5084,3,-55,b'e2806995000040175bd46647',224,32,195
1746728211.167882,192.168.0.219:5084,4,-55,b'e2806995000040175bd46647',2960,32,117
1746728211.13136,192.168.0.219:5084,3,-42,b'300811112222014000000000',3402,31,156
1746728211.063196,192.168.0.219:5084,2,-53,b'30340bf45421f28ba43b772d',472,31,58
1746728211.144083,192.168.0.219:5084,3,-66,b'30340bf45421f28ba43b772d',514,32,-322
1746728211.051094,192.168.0.219:5084,2,-58,b'303401ad2c2ce11e88eaca05',4078,31,126
1746728211.117566,192.168.0.219:5084,3,-33,b'303401ad2c2ce11e88eaca05',678,31,78
1746728211.0502,192.168.0.219:5084,2,-63,b'30340bb6884191844ce0046d',430,31,390
1746728211.149326,192.168.0.219:5084,3,-69,b'30340bb6884191844ce0046d',2852,31,605
1746728211.032766,192.168.0.219:5084,2,-38,b'303402b6f00cacd6d1467dfc',84,31,126
1746728211.12911,192.168.0.219:5084,3,-64,b'303402b6f00cacd6d1467dfc',3134,31,136
1746728211.049321,192.168.0.219:5084,2,-63,b'30340212e43c789b0223addd',3620,31,-195
1746728211.09742,192.168.0.219:5084,3,-67,b'30340212e43c789b0223addd',1070,31,-351
1746728211.033633,192.168.0.219:5084,2,-40,b'303424f330014cce6f7d749d',3680,31,166
1746728211.141401,192.168.0.219:5084,3,-62,b'303424f330014cce6f7d749d',3086,31,117
1746728210.98616,192.168.0.219:5084,1,-64,b'30340592ac54555176592e7e',624,31,253
1746728211.147258,192.168.0.219:5084,3,-68,b'30340592ac54555176592e7e',3870,31,292
1746728211.166991,192.168.0.219:5084,4,-66,b'30340592ac54555176592e7e',932,32,185
1746728210.985273,192.168.0.219:5084,1,-64,b'3034047138105841dcd65592',2896,31,244
1746728211.065387,192.168.0.219:5084,2,-65,b'3034047138105841dcd65592',3304,31,-166
1746728211.123706,192.168.0.219:5084,3,-40,b'3034047138105841dcd65592',3770,31,117
1746728210.983303,192.168.0.219:5084,1,-66,b'302a0fecf89f08758d158d55',474,31,478
1746728211.132249,192.168.0.219:5084,3,-56,b'302a0fecf89f08758d158d55',3848,31,156
1746728210.980935,192.168.0.219:5084,1,-69,b'302f482e12c0081b022453f5',2792,31,244
1746728211.047319,192.168.0.219:5084,2,-69,b'302f482e12c0081b022453f5',1402,31,-87
1746728211.122808,192.168.0.219:5084,3,-51,b'302f482e12c0081b022453f5',3872,31,87
1746728211.168776,192.168.0.219:5084,4,-53,b'302f482e12c0081b022453f5',3304,32,166
1746728210.979258,192.168.0.219:5084,1,-58,b'30340bed780a4adaf637f384',3962,31,97
1746728211.059341,192.168.0.219:5084,2,-66,b'30340bed780a4adaf637f384',2602,31,-205
1746728211.121024,192.168.0.219:5084,3,-37,b'30340bed780a4adaf637f384',3962,31,185
1746728210.975958,192.168.0.219:5084,1,-65,b'3034043d145d4636c004157e',4048,31,9
1746728211.05345,192.168.0.219:5084,2,-55,b'3034043d145d4636c004157e',408,31,136
1746728211.177227,192.168.0.219:5084,4,-62,b'3034043d145d4636c004157e',3942,32,29
1746728210.973909,192.168.0.219:5084,1,-57,b'3be300000193cdfb00001c27',3150,31,126
1746728211.042199,192.168.0.219:5084,2,-67,b'3be300000193cdfb00001c27',330,31,283
1746728211.137281,192.168.0.219:5084,3,-62,b'3be300000193cdfb00001c27',2474,31,400
1746728210.973023,192.168.0.219:5084,1,-58,b'30340bd9601cb4131dae71ca',966,31,39
1746728211.138183,192.168.0.219:5084,3,-58,b'30340bd9601cb4131dae71ca',1472,31,166
1746728211.171427,192.168.0.219:5084,4,-59,b'30340bd9601cb4131dae71ca',3196,32,136
1746728210.971939,192.168.0.219:5084,1,-61,b'1a9ec09d9a89a0340cbe709c',208,31,126
1746728211.062329,192.168.0.219:5084,2,-68,b'1a9ec09d9a89a0340cbe709c',2850,31,302
1746728211.125639,192.168.0.219:5084,3,-57,b'1a9ec09d9a89a0340cbe709c',368,32,-19
1746728211.176164,192.168.0.219:5084,4,-57,b'1a9ec09d9a89a0340cbe709c',3328,32,136
1746728210.970913,192.168.0.219:5084,1,-55,b'303211468e03e29b022504c1',3804,31,97
1746728211.064323,192.168.0.219:5084,2,-68,b'303211468e03e29b022504c1',574,31,175
1746728211.134071,192.168.0.219:5084,3,-62,b'303211468e03e29b022504c1',3586,32,78
1746728210.969771,192.168.0.219:5084,1,-61,b'302832aa8f7309800001f49f',2718,31,126
1746728211.043948,192.168.0.219:5084,2,-63,b'302832aa8f7309800001f49f',3160,31,136
1746728211.142323,192.168.0.219:5084,3,-59,b'302832aa8f7309800001f49f',1388,31,244
1746728211.174069,192.168.0.219:5084,4,-56,b'302832aa8f7309800001f49f',2418,32,156
1746728210.968892,192.168.0.219:5084,1,-70,b'3034047138105841dcd6558d',3800,31,253
1746728211.041331,192.168.0.219:5084,2,-58,b'3034047138105841dcd6558d',1466,31,-87
1746728210.967632,192.168.0.219:5084,1,-63,b'3034055d140442c00002f66f',4030,31,166
1746728211.057316,192.168.0.219:5084,2,-56,b'3034055d140442c00002f66f',3144,31,68
1746728211.124606,192.168.0.219:5084,3,-42,b'3034055d140442c00002f66f',1106,31,87
1746728211.173182,192.168.0.219:5084,4,-53,b'3034055d140442c00002f66f',616,32,146
1746728210.96648,192.168.0.219:5084,1,-60,b'303400edb44de500000506ca',534,31,166
1746728211.060236,192.168.0.219:5084,2,-56,b'303400edb44de500000506ca',1818,31,-19
1746728211.162913,192.168.0.219:5084,4,-50,b'303400edb44de500000506ca',468,32,87
1746728210.964223,192.168.0.219:5084,1,-56,b'1a2ec09d9a89a41d45b062ab',4026,31,175
1746728211.052167,192.168.0.219:5084,2,-55,b'1a2ec09d9a89a41d45b062ab',992,31,263
1746728211.140533,192.168.0.219:5084,3,-57,b'1a2ec09d9a89a41d45b062ab',3066,31,185
1746728210.963329,192.168.0.219:5084,1,-56,b'e2806995000040182224401d',4038,31,97
1746728211.058446,192.168.0.219:5084,2,-60,b'e2806995000040182224401d',3530,31,166
1746728211.134966,192.168.0.219:5084,3,-49,b'e2806995000040182224401d',3394,31,166
1746728211.161521,192.168.0.219:5084,4,-45,b'e2806995000040182224401d',3036,32,166
1746728210.962419,192.168.0.219:5084,1,-45,b'30340bcb6820ef56d141853c',176,31,97
1746728211.045755,192.168.0.219:5084,2,-61,b'30340bcb6820ef56d141853c',206,31,-117
1746728211.130461,192.168.0.219:5084,3,-61,b'30340bcb6820ef56d141853c',1316,32,117
1746728210.959273,192.168.0.219:5084,1,-39,b'303405b5280eaad61e731e9e',2944,31,48
1746728211.048208,192.168.0.219:5084,2,-61,b'303405b5280eaad61e731e9e',870,31,-58
1746728211.128209,192.168.0.219:5084,3,-56,b'303405b5280eaad61e731e9e',1522,32,126
1746728211.178155,192.168.0.219:5084,4,-58,b'303405b5280eaad61e731e9e',1632,32,78
1746728210.957502,192.168.0.219:5084,1,-45,b'30340bdca803e807ea8f87fa',3442,31,117
1746728211.136356,192.168.0.219:5084,3,-57,b'30340bdca803e807ea8f87fa',666,31,117
1746728211.163807,192.168.0.219:5084,4,-56,b'30340bdca803e807ea8f87fa',332,32,175
1746728210.978168,192.168.0.219:5084,1,-69,b'302f482d23f0055b0223a979',166,31,292
1746728211.120135,192.168.0.219:5084,3,-53,b'302f482d23f0055b0223a979',3732,31,107
1746728211.160624,192.168.0.219:5084,4,-41,b'302f482d23f0055b0223a979',3720,32,107
1746728210.984191,192.168.0.219:5084,1,-65,b'30340bd95c3cb3c210a04d3b',656,31,371
1746728211.06112,192.168.0.219:5084,2,-60,b'30340bd95c3cb3c210a04d3b',576,31,205
1746728211.164931,192.168.0.219:5084,4,-44,b'30340bd95c3cb3c210a04d3b',148,32,166
1746728210.974802,192.168.0.219:5084,1,-60,b'302c4ddcd020f3574bcb872d',4086,31,78
1746728211.038722,192.168.0.219:5084,2,-49,b'302c4ddcd020f3574bcb872d',4018,31,156
1746728210.976873,192.168.0.219:5084,1,-62,b'30080226abcd014000000000',3718,31,-39
1746728211.044853,192.168.0.219:5084,2,-63,b'30080226abcd014000000000',812,31,-9
1746728211.133133,192.168.0.219:5084,3,-54,b'30080226abcd014000000000',2378,31,146
1746728210.961528,192.168.0.219:5084,1,-61,b'1a6ec09d9a89a44d7998631f',3898,31,58
1746728211.040427,192.168.0.219:5084,2,-58,b'1a6ec09d9a89a44d7998631f',714,31,0
1746728211.121928,192.168.0.219:5084,3,-44,b'1a6ec09d9a89a44d7998631f',1966,31,68
1746728211.165827,192.168.0.219:5084,4,-53,b'1a6ec09d9a89a44d7998631f',288,32,87
1746728210.965371,192.168.0.219:5084,1,-49,b'303400eda43f67800000bfa3',3388,31,-9
1746728211.037574,192.168.0.219:5084,2,-49,b'303400eda43f67800000bfa3',3278,31,107
1746728211.143215,192.168.0.219:5084,3,-64,b'303400eda43f67800000bfa3',1934,32,68
1746728210.987102,192.168.0.219:5084,1,-68,b'303400eda43f628000009f3f',3972,31,-302
1746728211.035981,192.168.0.219:5084,2,-49,b'303400eda43f628000009f3f',1140,31,166
1746728211.174969,192.168.0.219:5084,4,-65,b'303400eda43f628000009f3f',640,32,-19
1746728210.982421,192.168.0.219:5084,1,-65,b'300833b2ddd9014000000000',1090,31,0
1746728211.035079,192.168.0.219:5084,2,-57,b'300833b2ddd9014000000000',1008,31,126
1746728211.139303,192.168.0.219:5084,3,-61,b'300833b2ddd9014000000000',2826,31,-78
1746728211.17054,192.168.0.219:5084,4,-58,b'300833b2ddd9014000000000',3398,32,205
1746728210.958389,192.168.0.219:5084,1,-42,b'e2806894000050245885a8ce',2852,31,136
1746728211.04307,192.168.0.219:5084,2,-59,b'e2806894000050245885a8ce',1356,31,136
1746728211.144954,192.168.0.219:5084,3,-65,b'e2806894000050245885a8ce',1346,32,-48
1746728211.169647,192.168.0.219:5084,4,-68,b'e2806894000050245885a8ce',752,32,302
1746728211.335987,192.168.0.219:5084,2,-69,b'30340592ac54555176592e7e',638,33,9
1746728211.398168,192.168.0.219:5084,3,-69,b'30340592ac54555176592e7e',30,33,19
1746728211.460466,192.168.0.219:5084,4,-69,b'30340592ac54555176592e7e',3292,33,-68
1746728211.325335,192.168.0.219:5084,2,-58,b'3034047138105841dcd6558d',658,33,97
1746728211.423395,192.168.0.219:5084,3,-71,b'3034047138105841dcd6558d',3878,33,58
1746728211.455064,192.168.0.219:5084,4,-63,b'3034047138105841dcd6558d',464,33,78
1746728211.318226,192.168.0.219:5084,2,-66,b'303402230c5fe5000000284f',116,33,195
1746728211.434782,192.168.0.219:5084,4,-53,b'303402230c5fe5000000284f',3464,33,48
1746728211.317361,192.168.0.219:5084,2,-64,b'1a9ec09d9a89a0340cbe709c',66,33,87
1746728211.457005,192.168.0.219:5084,4,-58,b'1a9ec09d9a89a0340cbe709c',610,33,117
1746728211.31633,192.168.0.219:5084,2,-59,b'303401ad2c2ce11e88eaca05',1008,33,146
1746728211.39907,192.168.0.219:5084,3,-35,b'303401ad2c2ce11e88eaca05',2502,33,185
1746728211.467927,192.168.0.219:5084,4,-53,b'303401ad2c2ce11e88eaca05',342,33,117
1746728211.31396,192.168.0.219:5084,2,-63,b'302832aa8f7309800001f49f',208,33,283
1746728211.414304,192.168.0.219:5084,3,-59,b'302832aa8f7309800001f49f',3486,33,-9
1746728211.462425,192.168.0.219:5084,4,-68,b'302832aa8f7309800001f49f',3724,33,390
1746728211.303645,192.168.0.219:5084,2,-57,b'30340212e43c789b0223addd',854,32,292
1746728211.412551,192.168.0.219:5084,3,-63,b'30340212e43c789b0223addd',154,33,156
1746728211.302777,192.168.0.219:5084,2,-66,b'30340bed780a4adaf637f384',3922,32,-117
1746728211.395699,192.168.0.219:5084,3,-40,b'30340bed780a4adaf637f384',3812,33,166
1746728211.450938,192.168.0.219:5084,4,-67,b'30340bed780a4adaf637f384',2902,33,263
1746728211.299907,192.168.0.219:5084,2,-55,b'3034043d145d4636c004157e',202,32,166
1746728211.459349,192.168.0.219:5084,4,-59,b'3034043d145d4636c004157e',340,33,185
1746728211.295099,192.168.0.219:5084,2,-67,b'30340bb6884191844ce0046d',1198,32,341
1746728211.4041,192.168.0.219:5084,3,-68,b'30340bb6884191844ce0046d',700,33,341
1746728211.452752,192.168.0.219:5084,4,-71,b'30340bb6884191844ce0046d',1674,33,-244
1746728211.29843,192.168.0.219:5084,2,-61,b'302f482d23f0055b0223a979',2474,32,-39
1746728211.413431,192.168.0.219:5084,3,-58,b'302f482d23f0055b0223a979',3780,33,107
1746728211.469292,192.168.0.219:5084,4,-45,b'302f482d23f0055b0223a979',790,33,78
1746728211.297552,192.168.0.219:5084,2,-54,b'30340bf45421f28ba43b772d',2196,32,-19
1746728211.464254,192.168.0.219:5084,4,-70,b'30340bf45421f28ba43b772d',1282,33,97
1746728211.286343,192.168.0.219:5084,2,-42,b'303424f330014cce6f7d749d',1110,32,136
1746728211.394798,192.168.0.219:5084,3,-60,b'303424f330014cce6f7d749d',3780,33,292
1746728211.246999,192.168.0.219:5084,1,-64,b'302f482e12c0081b022453f5',4082,32,234
1746728211.330801,192.168.0.219:5084,2,-66,b'302f482e12c0081b022453f5',656,32,-283
1746728211.401942,192.168.0.219:5084,3,-55,b'302f482e12c0081b022453f5',1752,33,48
1746728211.437055,192.168.0.219:5084,4,-56,b'302f482e12c0081b022453f5',986,33,195
1746728211.246128,192.168.0.219:5084,1,-67,b'1a6ec09d9a89a44d7998631f',280,32,-146
1746728211.319125,192.168.0.219:5084,2,-57,b'1a6ec09d9a89a44d7998631f',3742,32,166
1746728211.396828,192.168.0.219:5084,3,-45,b'1a6ec09d9a89a44d7998631f',206,33,78
1746728211.471841,192.168.0.219:5084,4,-55,b'1a6ec09d9a89a44d7998631f',3996,33,146
1746728211.245005,192.168.0.219:5084,1,-59,b'303400edb44de500000506ca',1874,32,0
