RunTimestamp,Timestamp,EPC,AntennaPort,RSSI,PhaseAngle,Frequency,DopplerFrequency
2025-03-26T13:23:12.927807,1743017113736483,333030383333623264646439303134303030303030303030,1,-53.50,18.88,10,6.25
2025-03-26T13:23:12.927807,1743017113736483,333030383333623264646439303134303030303030303030,1,-53.50,18.88,10,6.25
2025-03-26T13:23:12.927807,1743017113736483,333030383333623264646439303134303030303030303030,1,-53.50,18.88,10,6.25
2025-03-26T13:23:12.927807,1743017113736483,333030383333623264646439303134303030303030303030,1,-53.50,18.88,10,6.25
2025-03-26T13:23:13.433750,1743017114476869,333030383333623264646439303134303030303030303030,2,-56.00,38.00,13,7.67
2025-03-26T13:23:13.433750,1743017114476869,333030383333623264646439303134303030303030303030,2,-56.00,38.00,13,7.67
2025-03-26T13:23:13.433750,1743017114476869,333030383333623264646439303134303030303030303030,2,-56.00,38.00,13,7.67
2025-03-26T13:23:13.433750,1743017114476869,333030383333623264646439303134303030303030303030,2,-56.00,38.00,13,7.67
2025-03-26T13:23:13.433750,1743017114476869,333030383333623264646439303134303030303030303030,2,-56.00,38.00,13,7.67
2025-03-26T13:23:13.433750,1743017114476869,333030383333623264646439303134303030303030303030,2,-56.00,38.00,13,7.67
2025-03-26T13:23:13.433750,1743017114476869,333030383333623264646439303134303030303030303030,2,-56.00,38.00,13,7.67
2025-03-26T13:23:13.433750,1743017114476869,333030383333623264646439303134303030303030303030,2,-56.00,38.00,13,7.67
2025-03-26T13:23:13.936879,1743017114713890,333030383333623264646439303134303030303030303030,3,-57.00,1.16,15,7.67
2025-03-26T13:23:13.936879,1743017114713890,333030383333623264646439303134303030303030303030,3,-57.00,1.16,15,7.67
2025-03-26T13:23:13.936879,1743017114713890,333030383333623264646439303134303030303030303030,3,-57.00,1.16,15,7.67
2025-03-26T13:23:13.936879,1743017114713890,333030383333623264646439303134303030303030303030,3,-57.00,1.16,15,7.67
2025-03-26T13:23:13.936879,1743017114713890,333030383333623264646439303134303030303030303030,3,-57.00,1.16,15,7.67
2025-03-26T13:23:13.936879,1743017114713890,333030383333623264646439303134303030303030303030,3,-57.00,1.16,15,7.67
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:13.936879,1743017114984497,333030383333623264646439303134303030303030303030,3,-55.50,15.88,16,8.20
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115225645,333030383333623264646439303134303030303030303030,4,-56.00,15.16,17,7.03
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.442337,1743017115494321,333030383333623264646439303134303030303030303030,4,-52.50,32.92,18,10.23
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:14.951427,1743017115750847,333030383333623264646439303134303030303030303030,1,-53.50,25.44,20,11.51
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.460086,1743017116528671,333030383333623264646439303134303030303030303030,2,-51.50,28.92,23,4.47
2025-03-26T13:23:15.967037,1743017116756813,333030383333623264646439303134303030303030303030,3,-53.50,38.76,25,11.51
2025-03-26T13:23:15.967037,1743017116756813,333030383333623264646439303134303030303030303030,3,-53.50,38.76,25,11.51
2025-03-26T13:23:15.967037,1743017116756813,333030383333623264646439303134303030303030303030,3,-53.50,38.76,25,11.51
2025-03-26T13:23:15.967037,1743017116756813,333030383333623264646439303134303030303030303030,3,-53.50,38.76,25,11.51
2025-03-26T13:23:15.967037,1743017116756813,333030383333623264646439303134303030303030303030,3,-53.50,38.76,25,11.51
2025-03-26T13:23:15.967037,1743017116756813,333030383333623264646439303134303030303030303030,3,-53.50,38.76,25,11.51
2025-03-26T13:23:15.967037,1743017116756813,333030383333623264646439303134303030303030303030,3,-53.50,38.76,25,11.51
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:15.967037,1743017117026328,333030383333623264646439303134303030303030303030,3,-55.00,31.32,26,3.12
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117280358,333030383333623264646439303134303030303030303030,4,-52.50,28.76,27,8.95
2025-03-26T13:23:16.474126,1743017117537376,333030383333623264646439303134303030303030303030,4,-53.50,16.92,28,5.85
2025-03-26T13:23:16.474126,1743017117537376,333030383333623264646439303134303030303030303030,4,-53.50,16.92,28,5.85
2025-03-26T13:23:16.474126,1743017117537376,333030383333623264646439303134303030303030303030,4,-53.50,16.92,28,5.85
