RunTimestamp,Timestamp,EPC,Antenna,RSSI,PhaseAngle,Frequency,DopplerFrequency
2025-03-21T14:33:37.055013,1742589331441814,333032663438326235313930326135366431343233376566,1,-73.00,37.52,35,-0.36
2025-03-21T14:33:37.055013,1742589331553415,333032663438326337343630626539623032323636633930,1,-67.50,37.14,35,25.59
2025-03-21T14:33:37.055013,1742589331553415,333032663438326337343630626539623032323636633930,1,-67.50,37.14,35,25.59
2025-03-21T14:33:37.055013,1742589331553415,333032663438326337343630626539623032323636633930,1,-67.50,37.14,35,25.59
2025-03-21T14:33:37.055013,1742589331584087,333033343035356431343034343263303030303266363666,1,-60.50,4.40,35,6.25
2025-03-21T14:33:37.055013,1742589331584087,333033343035356431343034343263303030303266363666,1,-60.50,4.40,35,6.25
2025-03-21T14:33:37.055013,1742589331584087,333033343035356431343034343263303030303266363666,1,-60.50,4.40,35,6.25
2025-03-21T14:33:37.055013,1742589331584087,333033343035356431343034343263303030303266363666,1,-60.50,4.40,35,6.25
2025-03-21T14:33:37.055013,1742589331594999,333033343332396435303538353531616636333765313038,1,-63.00,34.36,34,2.73
2025-03-21T14:33:37.055013,1742589331594999,333033343332396435303538353531616636333765313038,1,-63.00,34.36,34,2.73
2025-03-21T14:33:37.055013,1742589331594999,333033343332396435303538353531616636333765313038,1,-63.00,34.36,34,2.73
2025-03-21T14:33:37.055013,1742589331594999,333033343332396435303538353531616636333765313038,1,-63.00,34.36,34,2.73
2025-03-21T14:33:37.055013,1742589331592488,316139656330396439613839613033343063626537303963,1,-61.50,25.56,34,-3.90
2025-03-21T14:33:37.055013,1742589331592488,316139656330396439613839613033343063626537303963,1,-61.50,25.56,34,-3.90
2025-03-21T14:33:37.055013,1742589331592488,316139656330396439613839613033343063626537303963,1,-61.50,25.56,34,-3.90
2025-03-21T14:33:37.055013,1742589331592488,316139656330396439613839613033343063626537303963,1,-61.50,25.56,34,-3.90
2025-03-21T14:33:37.055013,1742589331591780,333033343032313265343363373839623032323361646464,1,-58.00,22.84,34,-0.78
2025-03-21T14:33:37.055013,1742589331591780,333033343032313265343363373839623032323361646464,1,-58.00,22.84,34,-0.78
2025-03-21T14:33:37.055013,1742589331591780,333033343032313265343363373839623032323361646464,1,-58.00,22.84,34,-0.78
2025-03-21T14:33:37.055013,1742589331591780,333033343032313265343363373839623032323361646464,1,-58.00,22.84,34,-0.78
2025-03-21T14:33:37.055013,1742589331589964,333033343034373666343561353631363165373863343963,1,-63.50,15.04,34,-4.10
2025-03-21T14:33:37.055013,1742589331589964,333033343034373666343561353631363165373863343963,1,-63.50,15.04,34,-4.10
2025-03-21T14:33:37.055013,1742589331589964,333033343034373666343561353631363165373863343963,1,-63.50,15.04,34,-4.10
2025-03-21T14:33:37.055013,1742589331589964,333033343034373666343561353631363165373863343963,1,-63.50,15.04,34,-4.10
2025-03-21T14:33:37.055013,1742589331586747,333033343032623666303063616364366431343637646663,1,-59.00,9.72,34,2.34
2025-03-21T14:33:37.055013,1742589331586747,333033343032623666303063616364366431343637646663,1,-59.00,9.72,34,2.34
2025-03-21T14:33:37.055013,1742589331586747,333033343032623666303063616364366431343637646663,1,-59.00,9.72,34,2.34
2025-03-21T14:33:37.055013,1742589331586747,333033343032623666303063616364366431343637646663,1,-59.00,9.72,34,2.34
2025-03-21T14:33:37.055013,1742589331584630,333033343034373133383130353834316463643635353932,1,-56.00,25.28,34,0.00
2025-03-21T14:33:37.055013,1742589331584630,333033343034373133383130353834316463643635353932,1,-56.00,25.28,34,0.00
2025-03-21T14:33:37.055013,1742589331584630,333033343034373133383130353834316463643635353932,1,-56.00,25.28,34,0.00
2025-03-21T14:33:37.055013,1742589331584630,333033343034373133383130353834316463643635353932,1,-56.00,25.28,34,0.00
2025-03-21T14:33:37.055013,1742589331588363,333033303430343230613838323464363165376632346432,1,-60.50,35.76,34,-3.12
2025-03-21T14:33:37.055013,1742589331588363,333033303430343230613838323464363165376632346432,1,-60.50,35.76,34,-3.12
2025-03-21T14:33:37.055013,1742589331588363,333033303430343230613838323464363165376632346432,1,-60.50,35.76,34,-3.12
2025-03-21T14:33:37.055013,1742589331588363,333033303430343230613838323464363165376632346432,1,-60.50,35.76,34,-3.12
2025-03-21T14:33:37.055013,1742589331591249,333032663438326432336630303535623032323361393739,1,-57.50,29.40,34,1.17
2025-03-21T14:33:37.055013,1742589331591249,333032663438326432336630303535623032323361393739,1,-57.50,29.40,34,1.17
2025-03-21T14:33:37.055013,1742589331591249,333032663438326432336630303535623032323361393739,1,-57.50,29.40,34,1.17
2025-03-21T14:33:37.055013,1742589331591249,333032663438326432336630303535623032323361393739,1,-57.50,29.40,34,1.17
2025-03-21T14:33:37.055013,1742589331585520,316136386662616363633738303038346336353437316438,1,-59.50,7.28,34,3.90
2025-03-21T14:33:37.055013,1742589331585520,316136386662616363633738303038346336353437316438,1,-59.50,7.28,34,3.90
2025-03-21T14:33:37.055013,1742589331585520,316136386662616363633738303038346336353437316438,1,-59.50,7.28,34,3.90
2025-03-21T14:33:37.055013,1742589331585520,316136386662616363633738303038346336353437316438,1,-59.50,7.28,34,3.90
2025-03-21T14:33:37.055013,1742589331593592,333033323131343638653033653239623032323530346331,1,-62.00,11.64,34,-5.07
2025-03-21T14:33:37.055013,1742589331593592,333033323131343638653033653239623032323530346331,1,-62.00,11.64,34,-5.07
2025-03-21T14:33:37.055013,1742589331593592,333033323131343638653033653239623032323530346331,1,-62.00,11.64,34,-5.07
2025-03-21T14:33:37.055013,1742589331593592,333033323131343638653033653239623032323530346331,1,-62.00,11.64,34,-5.07
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331593047,333030383333623264646439303134303030303030303030,1,-53.50,21.00,34,14.45
2025-03-21T14:33:37.055013,1742589331403260,333033343062663435343231663238626134336237373264,1,-61.50,38.36,34,-1.27
2025-03-21T14:33:37.055013,1742589331403260,333033343062663435343231663238626134336237373264,1,-61.50,38.36,34,-1.27
2025-03-21T14:33:37.055013,1742589331594323,316132306233396331363839613732393437306137373135,1,-65.50,0.04,34,-19.14
2025-03-21T14:33:37.055013,1742589331594323,316132306233396331363839613732393437306137373135,1,-65.50,0.04,34,-19.14
2025-03-21T14:33:37.055013,1742589331594323,316132306233396331363839613732393437306137373135,1,-65.50,0.04,34,-19.14
2025-03-21T14:33:37.055013,1742589331594323,316132306233396331363839613732393437306137373135,1,-65.50,0.04,34,-19.14
2025-03-21T14:33:37.055013,1742589331594323,316132306233396331363839613732393437306137373135,1,-65.50,0.04,34,-19.14
2025-03-21T14:33:37.055013,1742589331588891,333032613066656366383966303837353864313538643535,1,-58.50,1.00,34,3.32
2025-03-21T14:33:37.055013,1742589331588891,333032613066656366383966303837353864313538643535,1,-58.50,1.00,34,3.32
2025-03-21T14:33:37.055013,1742589331588891,333032613066656366383966303837353864313538643535,1,-58.50,1.00,34,3.32
2025-03-21T14:33:37.055013,1742589331588891,333032613066656366383966303837353864313538643535,1,-58.50,1.00,34,3.32
2025-03-21T14:33:37.055013,1742589331588891,333032613066656366383966303837353864313538643535,1,-58.50,1.00,34,3.32
2025-03-21T14:33:37.055013,1742589331587818,333033353261623433383162623531616534353633646661,1,-53.50,22.72,34,2.73
2025-03-21T14:33:37.055013,1742589331587818,333033353261623433383162623531616534353633646661,1,-53.50,22.72,34,2.73
2025-03-21T14:33:37.055013,1742589331587818,333033353261623433383162623531616534353633646661,1,-53.50,22.72,34,2.73
2025-03-21T14:33:37.055013,1742589331587818,333033353261623433383162623531616534353633646661,1,-53.50,22.72,34,2.73
2025-03-21T14:33:37.055013,1742589331587818,333033353261623433383162623531616534353633646661,1,-53.50,22.72,34,2.73
2025-03-21T14:33:37.055013,1742589331586208,333033343034373133383130353834316463643635353864,1,-55.00,24.32,34,-1.17
2025-03-21T14:33:37.055013,1742589331586208,333033343034373133383130353834316463643635353864,1,-55.00,24.32,34,-1.17
2025-03-21T14:33:37.055013,1742589331586208,333033343034373133383130353834316463643635353864,1,-55.00,24.32,34,-1.17
2025-03-21T14:33:37.055013,1742589331586208,333033343034373133383130353834316463643635353864,1,-55.00,24.32,34,-1.17
2025-03-21T14:33:37.055013,1742589331586208,333033343034373133383130353834316463643635353864,1,-55.00,24.32,34,-1.17
2025-03-21T14:33:37.055013,1742589331590694,333033343030656461343366363738303030303062666133,1,-57.00,0.76,34,5.07
2025-03-21T14:33:37.055013,1742589331590694,333033343030656461343366363738303030303062666133,1,-57.00,0.76,34,5.07
2025-03-21T14:33:37.055013,1742589331590694,333033343030656461343366363738303030303062666133,1,-57.00,0.76,34,5.07
2025-03-21T14:33:37.055013,1742589331590694,333033343030656461343366363738303030303062666133,1,-57.00,0.76,34,5.07
2025-03-21T14:33:37.055013,1742589331590694,333033343030656461343366363738303030303062666133,1,-57.00,0.76,34,5.07
2025-03-21T14:33:37.564824,1742589331794257,333032663438326235313930333331366431343234623263,2,-75.50,1.12,36,0.13
2025-03-21T14:33:37.564824,1742589331762034,316132656330396439613839613431643435623036326162,2,-74.50,11.68,36,4.47
2025-03-21T14:33:37.564824,1742589331747128,333033343332396435303538353531616636333765313038,2,-68.50,8.40,36,29.68
2025-03-21T14:33:37.564824,1742589331747128,333033343332396435303538353531616636333765313038,2,-68.50,8.40,36,29.68
2025-03-21T14:33:37.564824,1742589331747128,333033343332396435303538353531616636333765313038,2,-68.50,8.40,36,29.68
2025-03-21T14:33:37.564824,1742589331748116,316136386662616363633738303038346336353437316438,2,-61.50,16.36,36,1.95
2025-03-21T14:33:37.564824,1742589331748116,316136386662616363633738303038346336353437316438,2,-61.50,16.36,36,1.95
2025-03-21T14:33:37.564824,1742589331748116,316136386662616363633738303038346336353437316438,2,-61.50,16.36,36,1.95
2025-03-21T14:33:37.564824,1742589331746275,316139656330396439613839613033343063626537303963,2,-62.50,2.88,36,10.54
2025-03-21T14:33:37.564824,1742589331746275,316139656330396439613839613033343063626537303963,2,-62.50,2.88,36,10.54
2025-03-21T14:33:37.564824,1742589331746275,316139656330396439613839613033343063626537303963,2,-62.50,2.88,36,10.54
2025-03-21T14:33:37.564824,1742589331735963,333033323131343638653033653239623032323530346331,2,-62.00,24.44,36,-3.51
2025-03-21T14:33:37.564824,1742589331735963,333033323131343638653033653239623032323530346331,2,-62.00,24.44,36,-3.51
2025-03-21T14:33:37.564824,1742589331735963,333033323131343638653033653239623032323530346331,2,-62.00,24.44,36,-3.51
2025-03-21T14:33:37.564824,1742589331745270,333033343034373133383130353834316463643635353932,2,-59.00,38.16,36,-1.17
2025-03-21T14:33:37.564824,1742589331745270,333033343034373133383130353834316463643635353932,2,-59.00,38.16,36,-1.17
2025-03-21T14:33:37.564824,1742589331745270,333033343034373133383130353834316463643635353932,2,-59.00,38.16,36,-1.17
2025-03-21T14:33:37.564824,1742589331743458,333032663438326432336630303535623032323361393739,2,-58.50,2.40,36,8.39
2025-03-21T14:33:37.564824,1742589331743458,333032663438326432336630303535623032323361393739,2,-58.50,2.40,36,8.39
2025-03-21T14:33:37.564824,1742589331743458,333032663438326432336630303535623032323361393739,2,-58.50,2.40,36,8.39
2025-03-21T14:33:37.564824,1742589331737400,316132306233396331363839613732393437306137373135,2,-65.50,8.32,36,5.07
2025-03-21T14:33:37.564824,1742589331737400,316132306233396331363839613732393437306137373135,2,-65.50,8.32,36,5.07
2025-03-21T14:33:37.564824,1742589331737400,316132306233396331363839613732393437306137373135,2,-65.50,8.32,36,5.07
2025-03-21T14:33:37.564824,1742589331742478,333030383333623264646439303134303030303030303030,2,-53.00,34.40,36,-5.85
2025-03-21T14:33:37.564824,1742589331742478,333030383333623264646439303134303030303030303030,2,-53.00,34.40,36,-5.85
2025-03-21T14:33:37.564824,1742589331742478,333030383333623264646439303134303030303030303030,2,-53.00,34.40,36,-5.85
2025-03-21T14:33:37.564824,1742589331742478,333030383333623264646439303134303030303030303030,2,-53.00,34.40,36,-5.85
2025-03-21T14:33:37.564824,1742589331742478,333030383333623264646439303134303030303030303030,2,-53.00,34.40,36,-5.85
2025-03-21T14:33:37.564824,1742589331742478,333030383333623264646439303134303030303030303030,2,-53.00,34.40,36,-5.85
2025-03-21T14:33:37.564824,1742589331736843,333033343034373666343561353631363165373863343963,2,-65.50,29.28,36,10.93
2025-03-21T14:33:37.564824,1742589331736843,333033343034373666343561353631363165373863343963,2,-65.50,29.28,36,10.93
2025-03-21T14:33:37.564824,1742589331736843,333033343034373666343561353631363165373863343963,2,-65.50,29.28,36,10.93
2025-03-21T14:33:37.564824,1742589331739876,333033343030656461343366363738303030303062666133,2,-57.00,18.20,36,-0.39
2025-03-21T14:33:37.564824,1742589331739876,333033343030656461343366363738303030303062666133,2,-57.00,18.20,36,-0.39
2025-03-21T14:33:37.564824,1742589331739876,333033343030656461343366363738303030303062666133,2,-57.00,18.20,36,-0.39
2025-03-21T14:33:37.564824,1742589331749144,333033303430343230613838323464363165376632346432,2,-64.50,1.72,36,1.17
2025-03-21T14:33:37.564824,1742589331749144,333033303430343230613838323464363165376632346432,2,-64.50,1.72,36,1.17
2025-03-21T14:33:37.564824,1742589331749144,333033303430343230613838323464363165376632346432,2,-64.50,1.72,36,1.17
2025-03-21T14:33:37.564824,1742589331740724,333033343032623666303063616364366431343637646663,2,-60.50,26.20,36,-5.07
2025-03-21T14:33:37.564824,1742589331740724,333033343032623666303063616364366431343637646663,2,-60.50,26.20,36,-5.07
2025-03-21T14:33:37.564824,1742589331740724,333033343032623666303063616364366431343637646663,2,-60.50,26.20,36,-5.07
2025-03-21T14:33:37.564824,1742589331744397,333033343032313265343363373839623032323361646464,2,-61.50,36.20,36,-0.78
2025-03-21T14:33:37.564824,1742589331744397,333033343032313265343363373839623032323361646464,2,-61.50,36.20,36,-0.78
2025-03-21T14:33:37.564824,1742589331744397,333033343032313265343363373839623032323361646464,2,-61.50,36.20,36,-0.78
2025-03-21T14:33:37.564824,1742589331738063,333033353261623433383162623531616534353633646661,2,-53.50,35.36,36,-0.78
2025-03-21T14:33:37.564824,1742589331738063,333033353261623433383162623531616534353633646661,2,-53.50,35.36,36,-0.78
2025-03-21T14:33:37.564824,1742589331738063,333033353261623433383162623531616534353633646661,2,-53.50,35.36,36,-0.78
2025-03-21T14:33:37.564824,1742589331738752,333033343034373133383130353834316463643635353864,2,-57.50,36.24,36,5.07
2025-03-21T14:33:37.564824,1742589331738752,333033343034373133383130353834316463643635353864,2,-57.50,36.24,36,5.07
2025-03-21T14:33:37.564824,1742589331738752,333033343034373133383130353834316463643635353864,2,-57.50,36.24,36,5.07
2025-03-21T14:33:37.564824,1742589331741377,333032613066656366383966303837353864313538643535,2,-56.50,17.68,36,-0.78
2025-03-21T14:33:37.564824,1742589331741377,333032613066656366383966303837353864313538643535,2,-56.50,17.68,36,-0.78
2025-03-21T14:33:37.564824,1742589331741377,333032613066656366383966303837353864313538643535,2,-56.50,17.68,36,-0.78
2025-03-21T14:33:37.564824,1742589331776253,333033343062663435343231663238626134336237373264,2,-63.00,0.20,36,0.13
2025-03-21T14:33:37.564824,1742589331776253,333033343062663435343231663238626134336237373264,2,-63.00,0.20,36,0.13
2025-03-21T14:33:37.564824,1742589331776253,333033343062663435343231663238626134336237373264,2,-63.00,0.20,36,0.13
2025-03-21T14:33:37.564824,1742589331776253,333033343062663435343231663238626134336237373264,2,-63.00,0.20,36,0.13
2025-03-21T14:33:37.564824,1742589332051222,333032663438326432336630303535623032323361393739,2,-61.00,29.20,37,17.91
2025-03-21T14:33:37.564824,1742589332051222,333032663438326432336630303535623032323361393739,2,-61.00,29.20,37,17.91
2025-03-21T14:33:37.564824,1742589331949843,333033323131343638653033653239623032323530346331,2,-62.00,13.32,37,-10.87
2025-03-21T14:33:37.564824,1742589331947153,316139656330396439613839613033343063626537303963,2,-59.00,1.58,37,2.55
2025-03-21T14:33:37.564824,1742589332021306,333033343035356431343034343263303030303266363666,2,-60.00,9.22,37,-19.19
2025-03-21T14:33:37.564824,1742589332021306,333033343035356431343034343263303030303266363666,2,-60.00,9.22,37,-19.19
2025-03-21T14:33:37.564824,1742589332023258,333033343034373666343561353631363165373863343963,2,-59.50,11.08,37,6.39
2025-03-21T14:33:37.564824,1742589332023258,333033343034373666343561353631363165373863343963,2,-59.50,11.08,37,6.39
2025-03-21T14:33:37.564824,1742589331934882,333033343034373133383130353834316463643635353864,2,-59.00,6.96,37,-7.67
2025-03-21T14:33:37.564824,1742589332041306,333033343030656461343366613235366431343331383435,2,-57.50,10.68,37,59.50
2025-03-21T14:33:37.564824,1742589332041306,333033343030656461343366613235366431343331383435,2,-57.50,10.68,37,59.50
2025-03-21T14:33:37.564824,1742589332025126,333033343030656461343366363238303030303039663366,2,-58.00,5.28,37,6.39
2025-03-21T14:33:37.564824,1742589332025126,333033343030656461343366363238303030303039663366,2,-58.00,5.28,37,6.39
2025-03-21T14:33:37.564824,1742589332015259,333033343332396435303538353531616636333765313038,2,-57.00,3.04,37,-17.27
2025-03-21T14:33:37.564824,1742589332015259,333033343332396435303538353531616636333765313038,2,-57.00,3.04,37,-17.27
2025-03-21T14:33:37.564824,1742589332019027,333033343032623666303063616364366431343637646663,2,-59.00,32.94,37,1.91
2025-03-21T14:33:37.564824,1742589332019027,333033343032623666303063616364366431343637646663,2,-59.00,32.94,37,1.91
2025-03-21T14:33:37.564824,1742589331993563,333033343034373133383130353834316463643635353932,2,-58.00,1.20,37,0.78
2025-03-21T14:33:37.564824,1742589331993563,333033343034373133383130353834316463643635353932,2,-58.00,1.20,37,0.78
2025-03-21T14:33:37.564824,1742589332017525,333032663438326337343630626539623032323636633930,2,-56.50,26.32,37,-8.31
2025-03-21T14:33:37.564824,1742589332017525,333032663438326337343630626539623032323636633930,2,-56.50,26.32,37,-8.31
2025-03-21T14:33:37.564824,1742589331994138,333033353261623433383162623531616534353633646661,2,-56.00,8.52,37,10.15
2025-03-21T14:33:37.564824,1742589331994138,333033353261623433383162623531616534353633646661,2,-56.00,8.52,37,10.15
2025-03-21T14:33:37.564824,1742589331937508,316132656330396439613839613431643435623036326162,2,-59.50,4.02,37,24.95
2025-03-21T14:33:37.564824,1742589331937508,316132656330396439613839613431643435623036326162,2,-59.50,4.02,37,24.95
2025-03-21T14:33:37.564824,1742589332039817,333033343030656461343366363738303030303062666133,2,-56.50,38.76,37,3.19
2025-03-21T14:33:37.564824,1742589332039817,333033343030656461343366363738303030303062666133,2,-56.50,38.76,37,3.19
2025-03-21T14:33:37.564824,1742589332039817,333033343030656461343366363738303030303062666133,2,-56.50,38.76,37,3.19
2025-03-21T14:33:37.564824,1742589332058476,333030383333623264646439303134303030303030303030,2,-57.50,29.92,37,-28.15
2025-03-21T14:33:37.564824,1742589332058476,333030383333623264646439303134303030303030303030,2,-57.50,29.92,37,-28.15
2025-03-21T14:33:37.564824,1742589332058476,333030383333623264646439303134303030303030303030,2,-57.50,29.92,37,-28.15
2025-03-21T14:33:37.564824,1742589332058476,333030383333623264646439303134303030303030303030,2,-57.50,29.92,37,-28.15
2025-03-21T14:33:37.564824,1742589332058476,333030383333623264646439303134303030303030303030,2,-57.50,29.92,37,-28.15
2025-03-21T14:33:37.564824,1742589332058476,333030383333623264646439303134303030303030303030,2,-57.50,29.92,37,-28.15
2025-03-21T14:33:37.564824,1742589331996823,333032663438326235313930333331366431343234623263,2,-57.00,14.84,37,-8.59
2025-03-21T14:33:37.564824,1742589331996823,333032663438326235313930333331366431343234623263,2,-57.00,14.84,37,-8.59
2025-03-21T14:33:37.564824,1742589331996823,333032663438326235313930333331366431343234623263,2,-57.00,14.84,37,-8.59
2025-03-21T14:33:37.564824,1742589331997926,316136386662616363633738303038346336353437316438,2,-58.00,14.04,37,-3.90
2025-03-21T14:33:37.564824,1742589331997926,316136386662616363633738303038346336353437316438,2,-58.00,14.04,37,-3.90
2025-03-21T14:33:37.564824,1742589331997926,316136386662616363633738303038346336353437316438,2,-58.00,14.04,37,-3.90
2025-03-21T14:33:38.070750,1742589332202129,333033343034373133383130353834316463643635353864,3,-59.00,39.42,38,-28.79
2025-03-21T14:33:38.070750,1742589332195346,333033343035356431343034343263303030303266363666,3,-59.00,3.20,38,14.07
2025-03-21T14:33:38.070750,1742589332193390,333032663438326432336630303535623032323361393739,3,-59.50,30.62,38,31.99
2025-03-21T14:33:38.070750,1742589332186389,333033343032623666303063616364366431343637646663,3,-58.50,2.50,38,-13.43
2025-03-21T14:33:38.070750,1742589332184888,333033343030656461343366363738303030303062666133,3,-57.50,34.14,38,81.26
2025-03-21T14:33:38.070750,1742589332190294,333030383333623264646439303134303030303030303030,3,-58.00,8.82,38,-31.35
2025-03-21T14:33:38.070750,1742589332190294,333030383333623264646439303134303030303030303030,3,-58.00,8.82,38,-31.35
2025-03-21T14:33:38.070750,1742589332157630,333033343332396435303538353531616636333765313038,3,-62.50,14.88,38,-17.57
2025-03-21T14:33:38.070750,1742589332144751,333033343030656461343366613235366431343331383435,3,-60.00,29.44,38,35.93
