timestamp,reader,antenna,epc,phase_angle,channel_index,doppler_frequency,rssi,,,epc,(All),,,,,
1753823925,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1052,20,273,-61,,,,,,,,,
1753823925,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3124,20,273,-50,,,,,,,,,
1753823925,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3824,20,117,-52,,,,,,,,,
1753823925,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2640,20,12,-54,,,,,,,,,
1753823925,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3316,21,234,-51,,,,,,,,,
1753823925,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',252,21,527,-53,,,,,,,,,
1753823925,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',604,21,78,-55,,,,,,,,,
1753823925,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1736,21,273,-61,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3972,21,449,-51,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',4064,21,156,-53,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',536,22,39,-54,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1208,22,371,-50,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',360,22,117,-54,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',552,22,332,-54,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1228,23,195,-50,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1828,23,371,-53,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2012,23,0,-56,,,,,,,,,
1753823926,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3072,23,-605,-61,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1300,23,371,-51,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1948,23,488,-54,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',804,23,-1,-57,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3652,24,332,-59,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',704,24,566,-56,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',820,24,332,-56,,,,,,,,,
1753823926,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1872,24,-117,-54,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',240,24,234,-53,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',4024,24,9,-52,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1988,25,39,-56,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1904,25,78,-47,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',2044,25,195,-53,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1980,25,39,-58,,,,,,,,,
1753823926,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2732,25,78,-56,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2040,25,273,-48,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',288,25,639,-51,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',152,26,332,-55,,,,,,,,,
1753823926,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',764,26,78,-44,,,,,,,,,
1753823926,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',12,26,488,-53,,,,,,,,,
1753823926,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',4016,26,371,-54,,,,,,,,,
1753823927,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1376,26,273,-53,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',456,26,78,-45,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3152,26,-12,-57,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1424,27,195,-58,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1952,27,117,-48,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',908,27,156,-57,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1460,27,156,-58,,,,,,,,,
1753823927,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2608,27,-78,-54,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2016,27,156,-48,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1580,27,-117,-52,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1936,28,273,-54,,,,,,,,,
1753823927,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3028,28,0,-52,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2528,28,-78,-46,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1036,28,0,-52,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2004,28,332,-55,,,,,,,,,
1753823927,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3136,28,156,-52,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2636,28,-39,-45,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',584,28,319,-50,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1468,29,644,-54,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2148,29,0,-45,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',532,29,117,-52,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1456,29,410,-54,,,,,,,,,
1753823927,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2544,29,332,-54,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1960,29,78,-46,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',160,29,-15,-50,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2964,30,156,-55,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3176,30,117,-46,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1828,30,332,-52,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2816,30,-234,-55,,,,,,,,,
1753823927,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3676,30,332,-54,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3032,30,117,-47,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',196,30,-2,-51,,,,,,,,,
1753823927,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',896,31,566,-55,,,,,,,,,
1753823927,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',568,31,234,-51,,,,,,,,,
1753823927,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3988,31,-39,-54,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',760,31,39,-57,,,,,,,,,
1753823928,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',916,31,273,-60,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',792,31,449,-52,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3868,31,9,-53,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',844,32,195,-58,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1100,32,-39,-51,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3832,32,117,-53,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',680,32,566,-58,,,,,,,,,
1753823928,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1092,32,234,-63,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1116,32,-39,-52,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3244,32,2,-52,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2136,33,78,-58,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2468,33,-78,-51,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1264,33,527,-51,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2368,33,195,-56,,,,,,,,,
1753823928,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3332,33,-78,-57,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3144,33,156,-48,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1592,33,3,-50,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',604,34,0,-56,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1444,34,39,-50,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3656,34,-117,-53,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',596,34,234,-56,,,,,,,,,
1753823928,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2184,34,527,-59,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1368,34,117,-49,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',144,34,-1,-54,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3160,35,-39,-55,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2872,35,273,-50,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',2192,35,371,-55,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3152,35,-234,-56,,,,,,,,,
1753823928,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2832,35,-39,-54,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2732,35,332,-51,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3416,35,-3,-54,,,,,,,,,
1753823928,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1920,36,234,-57,,,,,,,,,
1753823928,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1628,36,371,-55,,,,,,,,,
1753823928,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1172,36,644,-56,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1740,36,156,-58,,,,,,,,,
1753823929,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1948,36,39,-58,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1544,36,117,-56,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',156,36,6,-54,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',688,37,-39,-58,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',708,37,195,-53,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',184,37,-39,-54,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',636,37,644,-58,,,,,,,,,
1753823929,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1452,37,488,-56,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',748,37,371,-52,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',4056,37,7,-53,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2768,38,-195,-57,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2128,38,39,-54,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',2036,38,332,-55,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2768,38,0,-57,,,,,,,,,
1753823929,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2804,38,-156,-55,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2180,38,-234,-54,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',632,38,12,-54,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1292,39,332,-56,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1872,39,39,-47,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',980,39,-156,-52,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1744,39,410,-54,,,,,,,,,
1753823929,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3092,39,-78,-53,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2552,39,39,-45,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',692,39,1,-51,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3200,40,117,-56,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3428,40,156,-46,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',2792,40,-527,-52,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3132,40,156,-56,,,,,,,,,
1753823929,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3892,40,156,-53,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3448,40,195,-47,,,,,,,,,
1753823929,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3304,40,2,-53,,,,,,,,,
1753823929,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1712,41,117,-57,,,,,,,,,
1753823929,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1224,41,410,-50,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1260,41,273,-54,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1720,41,-410,-57,,,,,,,,,
1753823930,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1712,41,234,-53,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1132,41,156,-50,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',724,41,2,-52,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3100,42,410,-54,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3284,42,117,-45,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',2460,42,-488,-53,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2672,42,39,-54,,,,,,,,,
1753823930,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3768,42,156,-55,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2920,42,117,-46,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3612,42,1919,-53,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2276,43,78,-54,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1776,43,273,-49,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1660,43,488,-54,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2208,43,605,-54,,,,,,,,,
1753823930,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2848,43,-195,-56,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1788,43,156,-49,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1920,43,0,-53,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',308,44,371,-54,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',408,44,195,-47,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3880,44,78,-52,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',188,44,-39,-53,,,,,,,,,
1753823930,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1364,44,761,-57,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',320,44,371,-47,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3792,44,-1,-51,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2156,45,156,-53,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1888,45,371,-50,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1288,45,234,-51,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1660,45,273,-54,,,,,,,,,
1753823930,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2316,45,449,-56,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1460,45,195,-51,,,,,,,,,
1753823930,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1444,45,-8,-52,,,,,,,,,
1753823930,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3712,46,39,-55,,,,,,,,,
1753823930,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',276,46,78,-50,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3076,46,-605,-58,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3664,46,-273,-56,,,,,,,,,
1753823931,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1924,46,371,-66,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',224,46,234,-51,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3200,46,10,-54,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2064,47,527,-58,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2284,47,78,-51,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1440,47,449,-53,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2248,47,410,-58,,,,,,,,,
1753823931,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3048,47,-156,-61,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2424,47,234,-51,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',972,47,-6,-52,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',48,48,39,-57,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2652,48,-39,-57,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3152,48,39,-54,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',304,48,195,-56,,,,,,,,,
1753823931,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3352,48,-117,-56,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2772,48,-156,-57,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',2544,48,18,-52,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1364,49,566,-56,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1952,49,39,-48,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',824,49,-332,-50,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1636,49,371,-55,,,,,,,,,
1753823931,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2600,49,78,-56,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2300,49,-39,-48,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',228,49,3,-51,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',996,50,117,-57,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1148,50,234,-48,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',48,50,156,-52,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',644,50,156,-57,,,,,,,,,
1753823931,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',744,50,332,-55,,,,,,,,,
1753823931,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',532,50,78,-49,,,,,,,,,
1753823931,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',8,50,-1,-53,,,,,,,,,
1753823931,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',772,1,195,-56,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',676,1,332,-49,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',4072,1,332,-54,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',736,1,371,-56,,,,,,,,,
1753823932,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',888,1,332,-56,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',624,1,78,-50,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',84,1,319,-53,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3104,2,-273,-58,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2004,2,-410,-58,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',2140,2,195,-57,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',3088,2,39,-59,,,,,,,,,
1753823932,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2916,2,-117,-54,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2060,2,-273,-54,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3728,2,6,-54,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2404,3,527,-57,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1548,3,78,-54,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1676,3,449,-55,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',2448,3,0,-57,,,,,,,,,
1753823932,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',2384,3,156,-54,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1596,3,156,-53,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3740,3,7,-54,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',336,4,-78,-55,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',816,4,195,-46,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3936,4,-371,-53,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',548,4,-39,-54,,,,,,,,,
1753823932,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1944,4,156,-54,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',1156,4,156,-45,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1244,4,9,-52,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',412,5,78,-57,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2908,5,-39,-51,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3380,5,39,-56,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',424,5,234,-57,,,,,,,,,
1753823932,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',3928,5,-156,-54,,,,,,,,,
1753823932,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2880,5,39,-50,,,,,,,,,
1753823932,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3504,5,191,-55,,,,,,,,,
1753823932,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',636,6,78,-57,,,,,,,,,
1753823933,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',2988,6,195,-51,,,,,,,,,
1753823933,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3564,6,-644,-57,,,,,,,,,
1753823933,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',652,6,-78,-58,,,,,,,,,
1753823933,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',4064,6,78,-54,,,,,,,,,
1753823933,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',3020,6,39,-50,,,,,,,,,
1753823933,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',488,6,8,-54,,,,,,,,,
1753823933,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1068,7,117,-56,,,,,,,,,
1753823933,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',844,7,234,-49,,,,,,,,,
1753823933,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',620,7,-156,-54,,,,,,,,,
1753823933,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',1140,7,273,-56,,,,,,,,,
1753823933,192.168.0.219:5084,4,b'303435fc8803d056d15b963f',1608,7,117,-56,,,,,,,,,
1753823933,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',876,7,371,-49,,,,,,,,,
1753823933,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',1500,7,10,-54,,,,,,,,,
1753823933,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',36,8,156,-56,,,,,,,,,
1753823933,192.168.0.219:5084,1,b'303435fc8803d056d15b963f',136,8,195,-47,,,,,,,,,
1753823933,192.168.0.219:5084,2,b'303435fc8803d056d15b963f',3648,8,156,-54,,,,,,,,,
1753823933,192.168.0.219:5084,3,b'303435fc8803d056d15b963f',60,8,371,-56,,,,,,,,,
