antenna_port,epc,first_seen_timestamp,mac_address,peak_rssi,reader_name,tid,timestamp
1,303435FC8803D056D15B963F,1744913749866785,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
1,303435FC8803D056D15B963F,1744913749885322,00:16:25:12:77:b9,-68,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
2,303435FC8803D056D15B963F,1744913749910893,00:16:25:12:77:b9,-68,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
2,303435FC8803D056D15B963F,1744913749933367,00:16:25:12:77:b9,-68,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913749957412,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913749979196,00:16:25:12:77:b9,-59,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913750081825,00:16:25:12:77:b9,-63,Impinj RFID Reader,,2025-04-17 12:13:53
2,303435FC8803D056D15B963F,1744913750165357,00:16:25:12:77:b9,-69,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
2,303435FC8803D056D15B963F,1744913750185699,00:16:25:12:77:b9,-70,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
1,303435FC8803D056D15B963F,1744913750335024,00:16:25:12:77:b9,-69,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
1,303435FC8803D056D15B963F,1744913750357816,00:16:25:12:77:b9,-67,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913750402265,00:16:25:12:77:b9,-62,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913750428480,00:16:25:12:77:b9,-59,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
4,303435FC8803D056D15B963F,1744913750456139,00:16:25:12:77:b9,-68,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
4,303435FC8803D056D15B963F,1744913750476866,00:16:25:12:77:b9,-68,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
1,303435FC8803D056D15B963F,1744913750503934,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
2,303435FC8803D056D15B963F,1744913750545587,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913750572647,00:16:25:12:77:b9,-57,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913750619267,00:16:25:12:77:b9,-57,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
2,303435FC8803D056D15B963F,1744913750681682,00:16:25:12:77:b9,-62,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
2,303435FC8803D056D15B963F,1744913750701363,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913750726429,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
3,303435FC8803D056D15B963F,1744913750747334,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
1,303435FC8803D056D15B963F,1744913750794129,00:16:25:12:77:b9,-68,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
1,303435FC8803D056D15B963F,1744913750823064,00:16:25:12:77:b9,-62,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
2,303435FC8803D056D15B963F,1744913750849597,00:16:25:12:77:b9,-63,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:13:53
