antenna_port,epc,first_seen_timestamp,mac_address,peak_rssi,reader_name,tid,timestamp
4,303435FC8803D056D15B963F,1744913217491082,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:39
4,303435FC8803D056D15B963F,1744913217511346,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:39
1,303435FC8803D056D15B963F,1744913217623406,00:16:25:12:77:b9,-67,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:39
1,303435FC8803D056D15B963F,1744913217645242,00:16:25:12:77:b9,-66,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:39
3,303435FC8803D056D15B963F,1744913218017765,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218038383,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218118685,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218140980,00:16:25:12:77:b9,-62,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218232072,00:16:25:12:77:b9,-54,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218252910,00:16:25:12:77:b9,-53,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
1,303435FC8803D056D15B963F,1744913218297466,00:16:25:12:77:b9,-64,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
1,303435FC8803D056D15B963F,1744913218315411,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
2,303435FC8803D056D15B963F,1744913218343628,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
2,303435FC8803D056D15B963F,1744913218360846,00:16:25:12:77:b9,-60,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218391272,00:16:25:12:77:b9,-52,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218433767,00:16:25:12:77:b9,-50,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
1,303435FC8803D056D15B963F,1744913218478448,00:16:25:12:77:b9,-56,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
1,303435FC8803D056D15B963F,1744913218496526,00:16:25:12:77:b9,-56,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
2,303435FC8803D056D15B963F,1744913218524409,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
2,303435FC8803D056D15B963F,1744913218543010,00:16:25:12:77:b9,-57,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218573687,00:16:25:12:77:b9,-61,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
3,303435FC8803D056D15B963F,1744913218594078,00:16:25:12:77:b9,-63,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
1,303435FC8803D056D15B963F,1744913218644044,00:16:25:12:77:b9,-54,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
1,303435FC8803D056D15B963F,1744913218665126,00:16:25:12:77:b9,-52,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
2,303435FC8803D056D15B963F,1744913218692221,00:16:25:12:77:b9,-58,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
4,303435FC8803D056D15B963F,1744913218756059,00:16:25:12:77:b9,-64,Impinj RFID Reader,E28068942000401581C3CDC1,2025-04-17 12:04:40
